"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PXI","Invesco DWA Energy Momentum ETF","25.88","$36.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pxi",
"PFI","Invesco DWA Financial Momentum ETF","37.81","$39.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfi",
"PTH","Invesco DWA Healthcare Momentum ETF","80.15","$120.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","65.3441","$101.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prn",
"PDP","Invesco DWA Momentum ETF","61.01","$1.56B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdp",
"DWAQ","Invesco DWA NASDAQ Momentum ETF","108.96","$43.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwaq",
"DWAS","Invesco DWA SmallCap Momentum ETF","51.44","$221.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwas",
"DWIN","Invesco DWA Tactical Multi-Asset Income ETF","25.4808","$42.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwin",
"DWTR","Invesco DWA Tactical Sector Rotation ETF","31.625","$67.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwtr",
"PTF","Invesco DWA Technology Momentum ETF","71.47","$203.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","34.53","$284.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","27.9649","$53.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/idlb",
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","129.98","$1.9B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prfz",
"PIO","Invesco Global Water ETF","28.84","$194.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","37.98","$182.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pgj",
"PEY","Invesco High Yield Equity Dividend Achievers ETF","18.165","$887.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pey",
"IPKW","Invesco International BuyBack Achievers ETF","32.1","$150.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipkw",
"PID","Invesco International Dividend Achievers ETF","16.09","$716.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pid",
"KBWB","Invesco KBW Bank ETF","53.5","$556.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwb",
"KBWD","Invesco KBW High Dividend Yield Financial ETF","21.04","$282.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwd",
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","31.45","$317.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwy",
"KBWP","Invesco KBW Property & Casualty Insurance ETF","69.52","$118.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwp",
"KBWR","Invesco KBW Regional Banking ETF","50.18","$65.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwr",
"LDRI","Invesco LadderRite 0-5 Year Corporate Bond ETF","25.26","$10.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldri",
"PNQI","Invesco Nasdaq Internet ETF","131.61","$526.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnqi",
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","15.9","$1.66B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdbc",
"QQQ","Invesco QQQ Trust, Series 1","197.08","$78.34B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqq",
"ISDX","Invesco RAFI Strategic Developed ex-US ETF","25.08","$245.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isdx",
"ISDS","Invesco RAFI Strategic Developed ex-US Small Company ETF","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isds",
"ISEM","Invesco RAFI Strategic Emerging Markets ETF","24.86","$26.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isem",
"IUS","Invesco RAFI Strategic US ETF","26.01","$122.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ius",
"IUSS","Invesco RAFI Strategic US Small Company ETF","23.4301","$25.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iuss",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","33.48","$100.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uslb",
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","60.6475","$21.23M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscd",
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","72.6095","$47.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscc",
"PSCE","Invesco S&P SmallCap Energy ETF","6.19","$17.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psce",
"PSCF","Invesco S&P SmallCap Financials ETF","55.41","$127.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscf",
"PSCH","Invesco S&P SmallCap Health Care ETF","117.3033","$451.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psch",
"PSCI","Invesco S&P SmallCap Industrials ETF","68.7322","$58.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psci",
"PSCT","Invesco S&P SmallCap Information Technology ETF","90.99","$323.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psct",
"PSCM","Invesco S&P SmallCap Materials ETF","44.26","$15.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscm",
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","52.945","$45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscu",
"VRIG","Invesco Variable Rate Investment Grade ETF","24.94","$391.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vrig",
"PHO","Invesco Water Resources ETF","36.8","$1.02B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pho",
"ISTR","Investar Holding Corporation","24.81","$246.62M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/istr",
"CMFNL","Investcorp Credit Management BDC, Inc.","24.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmfnl",
"ICMB","Investcorp Credit Management BDC, Inc.","6.67","$90.88M","2014","n/a","n/a","https://old.nasdaq.com/symbol/icmb",
"ISBC","Investors Bancorp, Inc.","12.05","$3.33B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","151.7","$286.51M","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","0.452","$4.21M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nviv",
"IONS","Ionis Pharmaceuticals, Inc.","55.72","$7.83B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","21.13","$2.62B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/iova",
"IPGP","IPG Photonics Corporation","134.28","$7.14B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/ipgp",
"CLRG","IQ Chaikin U.S. Large Cap ETF","25.37","$249.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clrg",
"CSML","IQ Chaikin U.S. Small Cap ETF","26.15","$227.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csml",
"IQ","iQIYI, Inc.","17.43","$12.67B","2018","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/iq",
"IRMD","iRadimed Corporation","25.25","$287.08M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","66.82","$1.77B","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","1.77","$24.35M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","24.47","$3.2B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/irdm",
"IRBT","iRobot Corporation","48.06","$1.35B","2005","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","10.04","$1.57B","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","11.99","$377.73M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/ircp",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","51.22","$1.93B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slqd",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","78.9589","$67.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","84.95","$17.62B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shy",
"TLT","iShares 20+ Year Treasury Bond ETF","141.24","$18.71B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tlt",
"IEI","iShares 3-7 Year Treasury Bond ETF","126.97","$9.27B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iei",
"IEF","iShares 7-10 Year Treasury Bond ETF","112.51","$18.97B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ief",
"AIA","iShares Asia 50 ETF","61.15","$1.07B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aia",
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF","58.37","$4.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usig",
"COMT","iShares Commodities Select Strategy ETF","31.78","$518.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/comt",
"ISTB","iShares Core 1-5 Year USD Bond ETF","50.53","$2.87B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/istb",
"IXUS","iShares Core MSCI Total International Stock ETF","59.58","$17.35B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ixus",
"IUSG","iShares Core S&P U.S. Growth ETF","64.01","$7.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusg",
"IUSV","iShares Core S&P U.S. Value ETF","59.23","$6.26B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusv",
"IUSB","iShares Core Total USD Bond Market ETF","52.41","$4.09B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusb",
"HEWG","iShares Currency Hedged MSCI Germany ETF","28.2","$163.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","25.5","$138.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susb",
"ESGD","iShares ESG MSCI EAFE ETF","66.47","$1.28B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgd",
"ESGE","iShares ESG MSCI EM ETF","33.96","$747.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esge",
"ESGU","iShares ESG MSCI USA ETF","67.05","$1.25B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgu",
"SUSL","iShares ESG MSCI USA Leaders ETF","52.2068","$1.61B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susl",
"SUSC","iShares ESG USD Corporate Bond ETF","26.45","$64.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susc",
"XT","iShares Exponential Technologies ETF","39.98","$2.59B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xt",
"FALN","iShares Fallen Angels USD Bond ETF","26.665","$141.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","39.5152","$27.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","30.58","$391.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifgl",
"BGRN","iShares Global Green Bond ETF","55.21","$33.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bgrn",
"IGF","iShares Global Infrastructure ETF","47.17","$3.33B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","50.3809","$178.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","51.85","$23.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hyxe",
"IGIB","iShares Intermediate-Term Corporate Bond ETF","58.14","$8.94B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igib",
"IGOV","iShares International Treasury Bond ETF","50.86","$905.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igov",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","113.6","$14.55B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","108.39","$19.62B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","160.9783","$474.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","47.47","$4.04B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","75.77","$10.74B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","69.3","$3.81B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","18.22","$126.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","58.47","$3.82B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mchi",
"SCZ","iShares MSCI EAFE Small-Cap ETF","59.58","$9.7B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scz",
"EEMA","iShares MSCI Emerging Markets Asia ETF","66.1979","$443.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","49.4648","$29.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","18.4","$708.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","51.285","$133.34M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","23","$327.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ring",
"SDG","iShares MSCI Global Impact ETF","61.01","$64.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdg",
"EWJE","iShares MSCI Japan Equal Weighted ETF","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewje",
"EWJV","iShares MSCI Japan Value ETF","25.918","$7.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewjv",
"ENZL","iShares MSCI New Zealand ETF","52.48","$165.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","17.57","$58.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","24.74","$348.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE ETF","13.8561","$53.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","107.34","$6.92B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","224.35","$2.03B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/soxx",
"PFF","iShares Preferred and Income Securities ETF","37.53","$16.91B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pff",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","29.19","$5.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","30.04","$24.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","10.66","$366.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","62.97","$238.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","37.59","$768.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","182.17","$5.16B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","102.09","$17.74B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.72","$21.35B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shv",
"IGSB","iShares Short-Term Corporate Bond ETF","53.78","$13B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igsb",
"ITMR","Itamar Medical Ltd.","8.47","$94.3M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/itmr",
"ITI","Iteris, Inc.","5.36","$217.03M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","2.7","$38.95M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itrm",
"ITRI","Itron, Inc.","76.26","$3.01B","1993","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","24.53","$516.14M","2005","Technology","Electronic Components","https://old.nasdaq.com/symbol/itrn",
"ISEE","IVERIC bio, Inc.","3.28","$136.05M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/isee",
"IZEA","IZEA Worldwide, Inc.","0.28","$9.66M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","190.76","$3.59B","1986","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","n/a","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","117.56","$12.55B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","94.96","$4.65B","1999","Technology","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcom",
"JKHY","Jack Henry & Associates, Inc.","141.56","$10.9B","1985","Technology","EDP Services","https://old.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","84.02","$2.17B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jack",
"JAGX","Jaguar Health, Inc.","0.74","$4.51M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","0.77","$27.15M","1996","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jakk",
"JRVR","James River Group Holdings, Ltd.","35.81","$1.09B","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/jrvr",
"JAN","JanOne Inc.","2.94","$4.98M","n/a","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/jan",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","43.054","$34.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","44.0945","$97.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","0.2453","$6.9M","2013","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/jasn",
"JAZZ","Jazz Pharmaceuticals plc","125.63","$7.11B","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","31.15","$45.44B","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/jd",
"JRSH","Jerash Holdings (US), Inc.","6.8","$77.01M","2018","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","19.3","$5.6B","2002","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","7.72","$30.58M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/jctcf",
"JFIN","Jiayin Group Inc.","8","$432.2M","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfin",
